date,cams_no2_daily,temp_2m_mean,temp_2m_min,wind_speed_mean,wind_speed_min,wind_dir_mean,precip_sum,blh_mean,blh_min,temp_850_mean,inversion_flag,stagnation_flag,sirocco_flag,rain_flag,doy_sin,doy_cos,no2_lag1,no2_lag2,no2_lag3,no2_lag7,no2_ma7
2021-02-02,68.018265,16.106333,12.1105,12.232652,6.696387,303.6099,0.0,597.2917,130.0,,1,0,0,0,0.5380051715382996,0.8429415373547828,48.584476,52.036533,74.53881,82.72146,69.6986323765346
2021-02-03,74.794525,14.875084,9.8605,12.843315,5.8048253,225.25056,0.0,213.95833,25.0,,1,0,0,0,0.5524353131676196,0.8335557718385699,68.018265,48.584476,52.036533,65.84475,70.97717176164899
2021-02-04,46.666668,17.54175,12.8105,20.016436,16.199999,213.61293,0.0,355.20834,215.0,,1,0,1,0,0.5667017562911176,0.8239230057575542,74.794525,68.018265,48.584476,85.789955,65.38813073294503
2021-02-05,36.82192,17.720917,13.3605,16.72484,13.044722,202.8307,0.0,259.16666,140.0,,1,0,1,0,0.5808002734538009,0.8140460935082178,46.666668,74.794525,68.018265,93.07764,57.35159955705915
2021-02-06,47.945206,15.895917,10.8605,12.196847,8.287822,187.48396,0.0,143.95833,40.0,,1,0,1,0,0.5947266869607634,0.8039279618328213,36.82192,46.666668,74.794525,74.53881,53.552513122558594
2021-02-07,36.3105,18.462584,12.7605,14.276241,7.208994,227.9048,1.1,343.75,90.0,,1,0,0,0,0.6084768701151261,0.7935716089521474,47.945206,36.82192,46.666668,52.036533,51.305937085832866
2021-02-08,40.913246,15.895917,11.910501,16.52057,8.049845,237.98134,0.0,652.7083,145.0,,1,0,0,0,0.6220467484408675,0.7829801036770628,36.3105,47.945206,36.82192,48.584476,50.21004704066685
2021-02-09,29.662102,17.531334,14.1105,16.755833,6.4096174,223.55357,0.0,607.5,210.0,,1,0,0,0,0.6354323008901774,0.7721565844991642,40.913246,36.3105,47.945206,68.018265,44.73059517996652
2021-02-10,33.625572,18.570917,14.460501,22.466448,10.1376915,223.58076,0.0,619.7917,210.0,,1,0,0,0,0.6486295610349814,0.7611042586607747,29.662102,40.913246,36.3105,74.794525,38.8493161882673
2021-02-11,52.164383,16.237583,10.8605,14.796707,4.6800003,277.7641,0.1,787.7083,100.0,,1,0,0,0,0.6616346182422783,0.7498264012045686,33.625572,29.662102,40.913246,46.666668,39.634704044886995
2021-02-12,55.105022,14.895917,9.710501,12.94765,7.145796,201.60939,0.0,266.875,65.0,,1,0,1,0,0.6744436188329455,0.7383263540031065,52.164383,33.625572,29.662102,36.82192,42.24657603672573
2021-02-13,53.442924,16.1105,12.660501,17.518887,3.6,279.16556,1.4000001,899.7917,150.0,,1,0,0,0,0.6870527672236669,0.7266075247685656,55.105022,52.164383,33.625572,47.945206,43.031964438302175
2021-02-14,36.94977,11.958417,9.8105,28.166481,22.253124,346.42664,0.0,1343.3334,860.0,,0,0,0,0,0.6994583270516471,0.7146733860429609,53.442924,55.105022,52.164383,36.3105,43.12328883579799
2021-02-15,38.995438,10.437584,9.0105,26.259855,20.929596,151.80254,0.3,1662.7084,1190.0,,0,0,1,0,0.7116566222817746,0.7025274741691571,36.94977,53.442924,55.105022,40.913246,42.8493161882673
2021-02-16,48.584476,11.112583,7.5105,12.265129,5.04,215.94423,0.0,777.5,210.0,,1,0,1,0,0.7236440382959124,0.6901733882429719,38.995438,36.94977,53.442924,29.662102,45.55251257760184
2021-02-17,61.49772,12.7105,6.4605,10.097705,2.4149535,223.14305,0.0,226.66667,85.0,,1,0,0,0,0.7354170229639855,0.6776147890466889,48.584476,38.995438,36.94977,33.625572,49.534247807094026
2021-02-18,63.92694,12.083417,6.3104997,7.15571,3.7585104,168.87512,0.0,153.75,20.0,,1,0,0,0,0.7469720876965552,0.6648553979642865,61.49772,48.584476,38.995438,52.164383,51.214613233293804
2021-02-19,44.109592,12.70425,7.0604997,13.031707,7.5170207,170.84453,0.0,220.41667,60.0,,1,0,1,0,0.7583058084785624,0.6518989958787126,63.92694,61.49772,48.584476,55.105022,49.64383752005441
2021-02-20,43.47032,14.2334175,11.160501,11.613465,7.342588,156.84071,0.0,241.66667,70.0,,1,0,1,0,0.7694148268839378,0.6387494220515272,44.109592,63.92694,61.49772,53.442924,48.21917997087751
2021-02-21,27.488585,14.114667,10.5605,14.168407,8.4963045,134.18452,0.0,265.20834,60.0,,1,0,1,0,0.7802958510707755,0.6254105729852463,43.47032,44.109592,63.92694,36.94977,46.86758177621024
2021-02-22,9.461187,15.812584,14.7605,22.595781,17.148247,126.781494,0.0,572.7083,450.0,,1,0,1,0,0.7909456567567772,0.6118864012687243,27.488585,43.47032,44.109592,38.995438,42.64840316772461
2021-02-23,9.589042,16.018833,14.460501,19.077486,12.964998,101.96685,0.0,829.5833,480.0,,1,0,0,0,0.8013610881746766,0.5981809144059164,9.461187,27.488585,43.47032,48.584476,37.077626773289275
2021-02-24,15.47032,14.354251,11.5605,9.756671,4.379589,84.894104,0.0,500.20834,35.0,,1,0,0,0,0.811539059007361,0.5842981736283684,9.589042,9.461187,27.488585,61.49772,30.502284049987793
